DATE,ZAFCPIALLMINMEI
2015-02-01,97.3385411935689
2015-03-01,98.5375601780362
2015-04-01,99.5185757107821
2015-05-01,99.6275774366428
2015-06-01,100.172586065946
2015-07-01,101.044599872831
2015-08-01,101.153601598692
2015-09-01,101.153601598692
2015-10-01,101.371605050413
2015-11-01,101.589608502135
2015-12-01,101.807611953856
2016-01-01,102.679625760741
2016-02-01,104.09664819693
2016-03-01,104.968662003815
2016-04-01,105.949677536561
2016-05-01,106.167680988282
2016-06-01,106.712689617586
2016-07-01,107.584703424471
2016-08-01,107.47570169861
2016-09-01,107.693705150332
2016-10-01,108.238713779635
2016-11-01,108.565718957217
2016-12-01,109.001725860659
2017-01-01,109.655736215823
2017-02-01,110.854755200291
2017-03-01,111.399763829594
2017-04-01,111.508765555455
2017-05-01,111.835770733037
2017-06-01,112.053774184758
2017-07-01,112.271777636479
2017-08-01,112.38077936234
2017-09-01,112.925787991643
2017-10-01,113.252793169225
2017-11-01,113.361794895086
2017-12-01,113.906803524389
2018-01-01,114.342810427832
2018-02-01,115.105822508856
2018-03-01,115.541829412299
2018-04-01,116.304841493324
2018-05-01,116.631846670906
2018-06-01,116.958851848488
2018-07-01,117.939867381234
2018-08-01,117.830865655373
2018-09-01,118.375874284676
2018-10-01,118.920882913979
2018-11-01,119.138886365701
2018-12-01,118.920882913979
2019-01-01,118.811881188119
2019-02-01,119.792896720865
2019-03-01,120.773912253611
2019-04-01,121.427922608775
2019-05-01,121.754927786357
2019-06-01,122.190934689799
2019-07-01,122.626941593242
2019-08-01,122.953946770824
2019-09-01,123.280951948406
2019-10-01,123.280951948406
2019-11-01,123.389953674267
2019-12-01,123.716958851848
2020-01-01,124.04396402943
2020-02-01,125.242983013898
2020-03-01,125.67898991734
2020-04-01,124.915977836316
2020-05-01,124.261967481152
2020-06-01,124.806976110455
2020-07-01,126.551003724226
2020-08-01,126.660005450086
2020-09-01,126.878008901808
2020-10-01,127.31401580525
2020-11-01,127.31401580525
2020-12-01,127.532019256972
2021-01-01,127.968026160414
2021-02-01,128.8400399673
